i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
219,0,"Question{QuestionCommittee{λ=739995/524288, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=7}}",0,"Question{QuestionCommittee{λ=1396673/524288, rank=8}}",0,"Question{QuestionCommittee{λ=552883/524288, rank=8}}",0,"Question{QuestionCommittee{λ=275/256, rank=8}}",0,"Question{QuestionCommittee{λ=829789/524288, rank=8}}",0,"Question{QuestionCommittee{λ=1209219/524288, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=6}}",0,"Question{QuestionCommittee{λ=1246155/524288, rank=8}}",0,"Question{QuestionCommittee{λ=614823/524288, rank=8}}"
220,0,"Question{QuestionCommittee{λ=1480009/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=7}}",0,"Question{QuestionCommittee{λ=2793327/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=1105747/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=569/512, rank=8}}",0,"Question{QuestionCommittee{λ=1659559/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=2418457/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=4}}",0,"Question{QuestionCommittee{λ=2492329/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=1229627/1048576, rank=8}}"
221,0,"Question{QuestionCommittee{λ=2959999/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=7}}",0,"Question{QuestionCommittee{λ=5586673/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=2211475/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=8}}",0,"Question{QuestionCommittee{λ=3319137/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=4836895/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=185/128, rank=8}}",0,"Question{QuestionCommittee{λ=4984639/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=2459235/2097152, rank=8}}"
222,0,"Question{QuestionCommittee{λ=5919979/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=7}}",0,"Question{QuestionCommittee{λ=11173327/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=4422931/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=2295/2048, rank=8}}",0,"Question{QuestionCommittee{λ=6638293/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=9673771/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=351/256, rank=8}}",0,"Question{QuestionCommittee{λ=9969259/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=4918451/4194304, rank=8}}"
223,0,"Question{QuestionCommittee{λ=11839977/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=4}}",0,"Question{QuestionCommittee{λ=22346635/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=8845843/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=4609/4096, rank=8}}",0,"Question{QuestionCommittee{λ=13276567/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=19347561/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=721/512, rank=8}}",0,"Question{QuestionCommittee{λ=19938537/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=9836921/8388608, rank=8}}"
224,0,"Question{QuestionCommittee{λ=23679935/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=17035/4096, rank=8}}",0,"Question{QuestionCommittee{λ=44693289/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=17691705/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=9199/8192, rank=8}}",0,"Question{QuestionCommittee{λ=26553115/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=38695141/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=1423/1024, rank=8}}",0,"Question{QuestionCommittee{λ=39877055/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=19673823/16777216, rank=8}}"
225,0,"Question{QuestionCommittee{λ=47359851/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=34089/8192, rank=8}}",0,"Question{QuestionCommittee{λ=89386559/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=35383429/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=18417/16384, rank=8}}",0,"Question{QuestionCommittee{λ=53106211/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=77390263/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=2827/2048, rank=8}}",0,"Question{QuestionCommittee{λ=79754129/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=39347627/33554432, rank=8}}"
226,0,"Question{QuestionCommittee{λ=94719721/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=68159/16384, rank=8}}",0,"Question{QuestionCommittee{λ=178773137/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=70766877/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=36853/32768, rank=8}}",0,"Question{QuestionCommittee{λ=106212441/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=154780545/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=5635/4096, rank=8}}",0,"Question{QuestionCommittee{λ=159508277/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=78695235/67108864, rank=8}}"
227,0,"Question{QuestionCommittee{λ=189439461/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=136337/32768, rank=8}}",0,"Question{QuestionCommittee{λ=357546255/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=141533735/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=73687/65536, rank=8}}",0,"Question{QuestionCommittee{λ=212424863/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=309561109/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=11251/8192, rank=8}}",0,"Question{QuestionCommittee{λ=319016573/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=157390451/134217728, rank=8}}"
228,0,"Question{QuestionCommittee{λ=378878941/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=272693/65536, rank=8}}",0,"Question{QuestionCommittee{λ=715092491/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=283067451/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=147393/131072, rank=8}}",0,"Question{QuestionCommittee{λ=424849707/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=619122237/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=22483/16384, rank=8}}",0,"Question{QuestionCommittee{λ=638033127/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=314780921/268435456, rank=8}}"
229,0,"Question{QuestionCommittee{λ=757757863/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=545367/131072, rank=8}}",0,"Question{QuestionCommittee{λ=1430185001/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=566134883/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=294767/262144, rank=8}}",0,"Question{QuestionCommittee{λ=849699433/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=1238244455/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=44947/32768, rank=8}}",0,"Question{QuestionCommittee{λ=1276066235/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=629561823/536870912, rank=8}}"
230,0,"Question{QuestionCommittee{λ=1515515745/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=1090715/262144, rank=8}}",0,"Question{QuestionCommittee{λ=2860370021/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=1132269785/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=589515/524288, rank=8}}",0,"Question{QuestionCommittee{λ=1699398885/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=2476488891/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=89913/65536, rank=8}}",0,"Question{QuestionCommittee{λ=2552132489/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=1259123665/1073741824, rank=8}}"
231,0,"Question{QuestionCommittee{λ=3031031509/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=2181449/524288, rank=8}}",0,"Question{QuestionCommittee{λ=5720740061/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=2264539551/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=1179049/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=3398797789/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=4952977801/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=179845/131072, rank=8}}",0,"Question{QuestionCommittee{λ=5104264997/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=2518247349/2147483648, rank=8}}"
232,0,"Question{QuestionCommittee{λ=6062063037/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=4362879/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=11441480141/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=4529079121/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=2358117/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=6797595597/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=9905955621/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=359671/262144, rank=8}}",0,"Question{QuestionCommittee{λ=10208530013/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=5036494717/4294967296, rank=8}}"
233,0,"Question{QuestionCommittee{λ=12124126093/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=8725777/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=22882960301/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=9058158261/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=4716215/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=13595191213/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=19811911261/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=719361/524288, rank=8}}",0,"Question{QuestionCommittee{λ=20417060045/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=10072989453/8589934592, rank=8}}"
234,0,"Question{QuestionCommittee{λ=24248252205/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=17451535/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=45765920621/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=18116316541/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=9432449/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=27190382445/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=39623822541/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=1438703/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=40834120109/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=20145978925/17179869184, rank=8}}"
235,0,"Question{QuestionCommittee{λ=48496504429/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=34903051/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=91531841261/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=36232633101/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=18864879/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=54380764909/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=79247645101/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=2877425/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=81668240237/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=40291957869/34359738368, rank=8}}"
236,0,"Question{QuestionCommittee{λ=96993008877/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=69806121/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=183063682541/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=72465266221/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=37729777/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=108761529837/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=158495290221/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=5754869/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=163336480493/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=80583915757/68719476736, rank=8}}"
237,0,"Question{QuestionCommittee{λ=193986017773/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=139612261/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=366127365101/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=144930532461/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=75459535/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=217523059693/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=316990580461/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=11509757/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=326672961005/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=161167831533/137438953472, rank=8}}"
238,0,"Question{QuestionCommittee{λ=387972035565/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=279224541/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=732254730221/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=289861064941/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=150919089/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=435046119405/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=633981160941/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=23019495/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=653345922029/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=322335663085/274877906944, rank=8}}"
239,0,"Question{QuestionCommittee{λ=775944071149/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=558449101/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=1464509460461/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=579722129901/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=301838159/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=870092238829/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=1267962321901/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=46039009/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1306691844077/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=644671326189/549755813888, rank=8}}"
240,0,"Question{QuestionCommittee{λ=1551888142317/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=1116898183/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=2929018920941/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=1159444259821/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=603676337/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=1740184477677/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=2535924643821/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=92078037/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=2613383688173/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=1289342652397/1099511627776, rank=8}}"
241,0,"Question{QuestionCommittee{λ=3103776284653/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=2233796347/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=5858037841901/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=2318888519661/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=1207352655/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=3480368955373/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=5071849287661/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=184156093/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=5226767376365/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=2578685304813/2199023255552, rank=8}}"
242,0,"Question{QuestionCommittee{λ=6207552569325/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=4467592713/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=11716075683821/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=4637777039341/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=2414705291/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=6960737910765/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=10143698575341/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=368312205/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=10453534752749/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=5157370609645/4398046511104, rank=8}}"
243,0,"Question{QuestionCommittee{λ=12415105138669/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=8935185445/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=23432151367661/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=9275554078701/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=4829410601/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=13921475821549/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=20287397150701/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=736624391/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=20907069505517/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=10314741219309/8796093022208, rank=8}}"
244,0,"Question{QuestionCommittee{λ=24830210277357/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=17870370909/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=46864302735341/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=18551108157421/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=9658821221/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=27842951643117/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=40574794301421/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=1473248801/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=41814139011053/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=20629482438637/17592186044416, rank=8}}"
245,0,"Question{QuestionCommittee{λ=49660420554733/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=35740741837/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=93728605470701/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=37102216314861/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=19317642461/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=55685903286253/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=81149588602861/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=2946497621/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=83628278022125/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=41258964877293/35184372088832, rank=8}}"
246,0,"Question{QuestionCommittee{λ=99320841109485/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=71481483693/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=187457210941421/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=74204432629741/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=38635284941/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=111371806572525/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=162299177205741/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=5892995261/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=167256556044269/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=82517929754605/70368744177664, rank=8}}"
247,0,"Question{QuestionCommittee{λ=198641682218989/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=142962967405/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=374914421882861/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=148408865259501/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=77270569901/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=222743613145069/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=324598354411501/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=11785990541/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=334513112088557/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=165035859509229/140737488355328, rank=8}}"
248,0,"Question{QuestionCommittee{λ=397283364437997/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=285925934829/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=749828843765741/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=296817730519021/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=154541139821/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=445487226290157/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=649196708823021/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=23571981101/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=669026224177133/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=330071719018477/281474976710656, rank=8}}"
249,0,"Question{QuestionCommittee{λ=794566728876013/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=571851869677/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=1499657687531501/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=593635461038061/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=309082279661/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=890974452580333/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=1298393417646061/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=47143962221/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=1338052448354285/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=660143438036973/562949953421312, rank=8}}"
250,0,"Question{QuestionCommittee{λ=1589133457752045/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=1143703739373/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=2999315375063021/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=1187270922076141/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=618164559341/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=1781948905160685/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=2596786835292141/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=94287924461/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=2676104896708589/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=1320286876073965/1125899906842624, rank=8}}"
251,0,"Question{QuestionCommittee{λ=3178266915504109/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=2287407478765/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=5998630750126061/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=2374541844152301/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=1236329118701/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=3563897810321389/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=5193573670584301/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=188575848941/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=5352209793417197/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=2640573752147949/2251799813685248, rank=8}}"
252,0,"Question{QuestionCommittee{λ=6356533831008237/4503599627370496, rank=8}}",0,"Question{QuestionCommittee{λ=4574814957549/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=11997261500252141/4503599627370496, rank=8}}",0,"Question{QuestionCommittee{λ=4749083688304621/4503599627370496, rank=8}}",0,"Question{QuestionCommittee{λ=2472658237421/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=7127795620642797/4503599627370496, rank=8}}",0,"Question{QuestionCommittee{λ=10387147341168621/4503599627370496, rank=8}}",0,"Question{QuestionCommittee{λ=377151697901/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=10704419586834413/4503599627370496, rank=8}}",0,"Question{QuestionCommittee{λ=5281147504295917/4503599627370496, rank=8}}"
253,0,"Question{QuestionCommittee{λ=12713067662016493/9007199254740992, rank=8}}",0,"Question{QuestionCommittee{λ=9149629915117/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=23994523000504301/9007199254740992, rank=8}}",0,"Question{QuestionCommittee{λ=9498167376609261/9007199254740992, rank=8}}",0,"Question{QuestionCommittee{λ=4945316474861/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=14255591241285613/9007199254740992, rank=8}}",0,"Question{QuestionCommittee{λ=20774294682337261/9007199254740992, rank=8}}",0,"Question{QuestionCommittee{λ=754303395821/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=21408839173668845/9007199254740992, rank=8}}",0,"Question{QuestionCommittee{λ=10562295008591853/9007199254740992, rank=8}}"
254,0,"Question{QuestionCommittee{λ=25426135324033005/18014398509481984, rank=8}}",0,"Question{QuestionCommittee{λ=18299259830253/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=47989046001008621/18014398509481984, rank=8}}",0,"Question{QuestionCommittee{λ=18996334753218541/18014398509481984, rank=8}}",0,"Question{QuestionCommittee{λ=9890632949741/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=28511182482571245/18014398509481984, rank=8}}",0,"Question{QuestionCommittee{λ=41548589364674541/18014398509481984, rank=8}}",0,"Question{QuestionCommittee{λ=1508606791661/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=42817678347337709/18014398509481984, rank=8}}",0,"Question{QuestionCommittee{λ=21124590017183725/18014398509481984, rank=8}}"
255,0,"Question{QuestionCommittee{λ=50852270648066029/36028797018963968, rank=8}}",0,"Question{QuestionCommittee{λ=36598519660525/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=95978092002017261/36028797018963968, rank=8}}",0,"Question{QuestionCommittee{λ=37992669506437101/36028797018963968, rank=8}}",0,"Question{QuestionCommittee{λ=19781265899501/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=57022364965142509/36028797018963968, rank=8}}",0,"Question{QuestionCommittee{λ=83097178729349101/36028797018963968, rank=8}}",0,"Question{QuestionCommittee{λ=3017213583341/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=85635356694675437/36028797018963968, rank=8}}",0,"Question{QuestionCommittee{λ=42249180034367469/36028797018963968, rank=8}}"
256,0,"Question{QuestionCommittee{λ=101704541296132077/72057594037927936, rank=8}}",0,"Question{QuestionCommittee{λ=73197039321069/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=191956184004034541/72057594037927936, rank=8}}",0,"Question{QuestionCommittee{λ=75985339012874221/72057594037927936, rank=8}}",0,"Question{QuestionCommittee{λ=39562531799021/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=114044729930285037/72057594037927936, rank=8}}",0,"Question{QuestionCommittee{λ=166194357458698221/72057594037927936, rank=8}}",0,"Question{QuestionCommittee{λ=6034427166701/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=171270713389350893/72057594037927936, rank=8}}",0,"Question{QuestionCommittee{λ=84498360068734957/72057594037927936, rank=8}}"
257,0,"Question{QuestionCommittee{λ=203409082592264173/144115188075855872, rank=8}}",0,"Question{QuestionCommittee{λ=146394078642157/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=383912368008069101/144115188075855872, rank=8}}",0,"Question{QuestionCommittee{λ=151970678025748461/144115188075855872, rank=8}}",0,"Question{QuestionCommittee{λ=79125063598061/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=228089459860570093/144115188075855872, rank=8}}",0,"Question{QuestionCommittee{λ=332388714917396461/144115188075855872, rank=8}}",0,"Question{QuestionCommittee{λ=12068854333421/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=342541426778701805/144115188075855872, rank=8}}",0,"Question{QuestionCommittee{λ=168996720137469933/144115188075855872, rank=8}}"
