i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
246,1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=2}}",0,"Question{QuestionCommittee{λ=2333/2048, rank=4}}",0,"Question{QuestionCommittee{λ=2219/2048, rank=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=9}}",0,"Question{QuestionCommittee{λ=5935901/4194304, rank=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=3}}",0,"Question{QuestionCommittee{λ=291423/262144, rank=6}}",0,"Question{QuestionCommittee{λ=296553/262144, rank=7}}",0,"Question{QuestionCommittee{λ=5254105/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=1534691/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=629529/524288, rank=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=8}}",0,"Question{QuestionCommittee{λ=11623163/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=6053/4096, rank=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=552351/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=10, b=8}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=4, b=6}}",0,"Question{QuestionCommittee{λ=4685/4096, rank=1}}"
247,0,"Question{QuestionCommittee{λ=23167/16384, rank=5}}",0,"Question{QuestionCommittee{λ=76689/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=2143/2048, rank=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=8}}",0,"Question{QuestionCommittee{λ=6256849/4194304, rank=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=4}}",0,"Question{QuestionCommittee{λ=363319/262144, rank=8}}",0,"Question{QuestionCommittee{λ=139769/65536, rank=7}}",0,"Question{QuestionCommittee{λ=73953/65536, rank=2}}",0,"Question{QuestionCommittee{λ=2257/2048, rank=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=66201/65536, rank=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=5}}",0,"Question{QuestionCommittee{λ=2305335/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=609351/524288, rank=2}}",0,"Question{QuestionCommittee{λ=4672849/2097152, rank=5}}"
248,1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=2319129/2097152, rank=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=1}}",0,"Question{QuestionCommittee{λ=4551485/4194304, rank=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=2}}",0,"Question{QuestionCommittee{λ=873/512, rank=3}}",0,"Question{QuestionCommittee{λ=76955/65536, rank=8}}",0,"Question{QuestionCommittee{λ=277771/131072, rank=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=5}}",0,"Question{QuestionCommittee{λ=287471/262144, rank=3}}",0,"Question{QuestionCommittee{λ=160745/65536, rank=8}}",0,"Question{QuestionCommittee{λ=23246345/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=21762379/16777216, rank=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=47189/32768, rank=4}}",0,"Question{QuestionCommittee{λ=46087/32768, rank=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=8}}"
249,1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=602055/524288, rank=8}}",0,"Question{QuestionCommittee{λ=4685/4096, rank=4}}",0,"Question{QuestionCommittee{λ=92307/65536, rank=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=8867313/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=81211/65536, rank=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=10}}",0,"Question{QuestionCommittee{λ=6673975/4194304, rank=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=6}}",0,"Question{QuestionCommittee{λ=281315/262144, rank=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=1}}",0,"Question{QuestionCommittee{λ=152067/131072, rank=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=5}}",0,"Question{QuestionCommittee{λ=241861/131072, rank=7}}",0,"Question{QuestionCommittee{λ=340215/262144, rank=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=4}}",0,"Question{QuestionCommittee{λ=103669/65536, rank=7}}",0,"Question{QuestionCommittee{λ=640663/524288, rank=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=10}}"
250,0,"Question{QuestionCommittee{λ=46315/32768, rank=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=327661/16384, rank=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=416025/262144, rank=4}}",0,"Question{QuestionCommittee{λ=10570929/8388608, rank=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=8}}",0,"Question{QuestionCommittee{λ=566411/524288, rank=2}}",0,"Question{QuestionCommittee{λ=582865/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=11327/8192, rank=7}}",0,"Question{QuestionCommittee{λ=11403/8192, rank=1}}",0,"Question{QuestionCommittee{λ=16495/8192, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=10}}",0,"Question{QuestionCommittee{λ=321471/131072, rank=8}}",0,"Question{QuestionCommittee{λ=241177/131072, rank=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=207357/131072, rank=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=3}}"
251,1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=144201/131072, rank=5}}",0,"Question{QuestionCommittee{λ=5141/4096, rank=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=5}}",0,"Question{QuestionCommittee{λ=11871783/8388608, rank=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=142301/131072, rank=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=153929/131072, rank=8}}",0,"Question{QuestionCommittee{λ=145379/131072, rank=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=726619/524288, rank=8}}",0,"Question{QuestionCommittee{λ=559913/524288, rank=2}}",0,"Question{QuestionCommittee{λ=147887/131072, rank=2}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=3}}",0,"Question{QuestionCommittee{λ=531/512, rank=3}}",0,"Question{QuestionCommittee{λ=1104683/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=13607/8192, rank=1}}",0,"Question{QuestionCommittee{λ=149029/32768, rank=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=4799/4096, rank=8}}"
252,1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=2744235/2097152, rank=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=1}}",0,"Question{QuestionCommittee{λ=8477/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=8}}",0,"Question{QuestionCommittee{λ=22863/16384, rank=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=45289/32768, rank=5}}",0,"Question{QuestionCommittee{λ=2155311/2097152, rank=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=10}}",0,"Question{QuestionCommittee{λ=12513679/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=304153/262144, rank=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=3}}",0,"Question{QuestionCommittee{λ=2108909/1048576, rank=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=4}}",0,"Question{QuestionCommittee{λ=141099/65536, rank=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=10}}",0,"Question{QuestionCommittee{λ=92155/65536, rank=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=1218721/1048576, rank=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=10, b=5}}"
253,1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=2260495/2097152, rank=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=1}}",0,"Question{QuestionCommittee{λ=1477501/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=4676493/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=268195/131072, rank=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=5977/4096, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=187939/131072, rank=4}}",0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=1453219/1048576, rank=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=582067/524288, rank=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=2}}",0,"Question{QuestionCommittee{λ=1281307/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=46961/32768, rank=3}}",0,"Question{QuestionCommittee{λ=18151/16384, rank=3}}"
254,1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=4}}",0,"Question{QuestionCommittee{λ=84137/65536, rank=6}}",0,"Question{QuestionCommittee{λ=184633/131072, rank=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=313/256, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=10}}",0,"Question{QuestionCommittee{λ=290739/262144, rank=2}}",0,"Question{QuestionCommittee{λ=22825/16384, rank=1}}",0,"Question{QuestionCommittee{λ=328017/262144, rank=1}}",0,"Question{QuestionCommittee{λ=1093321/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=4191/4096, rank=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=6}}",0,"Question{QuestionCommittee{λ=36891/32768, rank=5}}",0,"Question{QuestionCommittee{λ=4457/4096, rank=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=8}}"
255,0,"Question{QuestionCommittee{λ=34041/32768, rank=7}}",0,"Question{QuestionCommittee{λ=153397/131072, rank=5}}",0,"Question{QuestionCommittee{λ=1515349/1048576, rank=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=4533/4096, rank=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=1}}",0,"Question{QuestionCommittee{λ=9921/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=10, b=6}}",0,"Question{QuestionCommittee{λ=4217837/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=482373/262144, rank=6}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=9}}",0,"Question{QuestionCommittee{λ=2941/2048, rank=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=1154995/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=298039/65536, rank=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=9351/8192, rank=1}}"
256,0,"Question{QuestionCommittee{λ=8211/8192, rank=8}}",0,"Question{QuestionCommittee{λ=33509/32768, rank=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=3}}",0,"Question{QuestionCommittee{λ=369285/262144, rank=4}}",0,"Question{QuestionCommittee{λ=2955021/2097152, rank=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=8}}",0,"Question{QuestionCommittee{λ=531/512, rank=6}}",0,"Question{QuestionCommittee{λ=147/128, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=2}}",0,"Question{QuestionCommittee{λ=581497/524288, rank=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=6}}",0,"Question{QuestionCommittee{λ=6889/4096, rank=8}}",0,"Question{QuestionCommittee{λ=295793/262144, rank=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=4}}",0,"Question{QuestionCommittee{λ=351/256, rank=8}}",0,"Question{QuestionCommittee{λ=41943021/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=414733/262144, rank=7}}",0,"Question{QuestionCommittee{λ=2562633/2097152, rank=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=2}}"
257,1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=66999/65536, rank=2}}",0,"Question{QuestionCommittee{λ=280441/262144, rank=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=9352967/2097152, rank=8}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=23743585/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=313/256, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=593087/524288, rank=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=3}}",0,"Question{QuestionCommittee{λ=19861/16384, rank=3}}",0,"Question{QuestionCommittee{λ=36397/32768, rank=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=6}}",0,"Question{QuestionCommittee{λ=590541/524288, rank=4}}",0,"Question{QuestionCommittee{λ=964727/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=683/512, rank=8}}",0,"Question{QuestionCommittee{λ=73801/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=11590887/8388608, rank=7}}"
258,0,"Question{QuestionCommittee{λ=1129003/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=5488451/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=655341/32768, rank=8}}",0,"Question{QuestionCommittee{λ=4457/4096, rank=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=3}}",0,"Question{QuestionCommittee{λ=19063/16384, rank=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=10}}",0,"Question{QuestionCommittee{λ=206027/131072, rank=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=25027339/16777216, rank=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=574923/524288, rank=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=3}}",0,"Question{QuestionCommittee{λ=1929435/1048576, rank=6}}",1,"Question{QuestionVoter{voter=Voter{16}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=680449/524288, rank=1}}",0,"Question{QuestionCommittee{λ=147583/131072, rank=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=2}}",0,"Question{QuestionCommittee{λ=2333/2048, rank=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=8}}"
259,1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=1}}",0,"Question{QuestionCommittee{λ=8895/8192, rank=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=10}}",0,"Question{QuestionCommittee{λ=16745/16384, rank=1}}",0,"Question{QuestionCommittee{λ=284583/262144, rank=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=562649/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=55093/32768, rank=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=3}}",0,"Question{QuestionCommittee{λ=5115405/4194304, rank=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=3}}",0,"Question{QuestionCommittee{λ=295185/262144, rank=5}}",0,"Question{QuestionCommittee{λ=184329/131072, rank=6}}",0,"Question{QuestionCommittee{λ=34545/8192, rank=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=8}}"
260,0,"Question{QuestionCommittee{λ=306243/262144, rank=2}}",0,"Question{QuestionCommittee{λ=134017/131072, rank=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=1}}",0,"Question{QuestionCommittee{λ=2447/2048, rank=5}}",0,"Question{QuestionCommittee{λ=8630649/8388608, rank=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=4310603/4194304, rank=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=10}}",0,"Question{QuestionCommittee{λ=5901/4096, rank=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=2}}",0,"Question{QuestionCommittee{λ=2309971/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=4610689/4194304, rank=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=1}}"
261,0,"Question{QuestionCommittee{λ=92649/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=33015/32768, rank=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=4267/4096, rank=3}}",0,"Question{QuestionCommittee{λ=162403/131072, rank=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=10}}",0,"Question{QuestionCommittee{λ=4229/4096, rank=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=11821/8192, rank=5}}",0,"Question{QuestionCommittee{λ=590389/524288, rank=5}}",0,"Question{QuestionCommittee{λ=829485/524288, rank=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=7}}"
