i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
219,0,"Question{QuestionCommittee{λ=728011237/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=340345687/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=2297518877/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=254798587/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=1205421/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=719343903725/274877906944, rank=6}}",0,"Question{QuestionCommittee{λ=12982951325/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=12970537/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=72430061/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=137663435/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=279083847661/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=151923201/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=34649763/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=6062631/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=43031822925/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=840567389/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=290660003/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=56048373/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=1755993691/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=786492019/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=51667705357/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=233718049/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=121509061/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=1171716812781/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=301830655/134217728, rank=6}}"
220,0,"Question{QuestionCommittee{λ=697565809/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=680691355/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=287556923/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=666753905/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=962770067/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=2208625/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=13292238797/8589934592, rank=6}}",0,"Question{QuestionCommittee{λ=2428216571/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=4571179093/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=275326851/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=273487/262144, rank=3}}",0,"Question{QuestionCommittee{λ=874401/524288, rank=6}}",0,"Question{QuestionCommittee{λ=69299507/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=76308403/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=101337535/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=18225529/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=12056877797/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=10489685/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=4346002053/2147483648, rank=7}}",0,"Question{QuestionCommittee{λ=1267123083/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=4418219/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=180082493/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=52700675/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1165358969/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=34735833/33554432, rank=3}}"
221,0,"Question{QuestionCommittee{λ=1395131599/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=1361382691/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=3262373913/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=4879558137/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=278561487/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=4417231/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=611161273/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=25941093/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=144860103/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=34485945/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=558167695341/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=199979370477/137438953472, rank=7}}",0,"Question{QuestionCommittee{λ=2123885/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=11117792613/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=202675051/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=1037799587/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=133219/131072, rank=6}}",0,"Question{QuestionCommittee{λ=112096765/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=3511987363/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=87479885/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=150153769/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=47410923/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=76919469357/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=79395385/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=9661844197/8589934592, rank=5}}"
222,0,"Question{QuestionCommittee{λ=72291209/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=2521726287/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=7740445/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=3133100269/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=4882845/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=83299942957/68719476736, rank=5}}",0,"Question{QuestionCommittee{λ=1249369331/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=18442248317/17179869184, rank=3}}",0,"Question{QuestionCommittee{λ=48639653/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=377508091/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=292652077/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=552902181/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=10706229205/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=9804662941/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=405350121/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=137719989/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=266419/262144, rank=6}}",0,"Question{QuestionCommittee{λ=9680083013/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=7023974745/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=5054096317/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=103335410733/68719476736, rank=5}}",0,"Question{QuestionCommittee{λ=12691862357/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=10210346533/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=2343433625581/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=138000571/134217728, rank=1}}"
223,0,"Question{QuestionCommittee{λ=17818588429/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=1557012885/1073741824, rank=6}}",0,"Question{QuestionCommittee{λ=575113827/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=6266200557/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=35191751693/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=1438687807469/549755813888, rank=6}}",0,"Question{QuestionCommittee{λ=25965902669/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=973083951/536870912, rank=6}}",0,"Question{QuestionCommittee{λ=22417119/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=755016201/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=432447389/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=8575283/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=21412458429/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=94244417/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=8653570437/8589934592, rank=3}}",0,"Question{QuestionCommittee{λ=2204351959/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=55248120813/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=805146495981/549755813888, rank=3}}",0,"Question{QuestionCommittee{λ=2539495087/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=10108192653/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=8836457/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=9667631/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=20420693085/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=4646219/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=1216180777/1073741824, rank=2}}"
224,0,"Question{QuestionCommittee{λ=1456022493/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=1625848137/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=542012027/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=10542391/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=557122955/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=18608493/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=2498738643/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=35593513837/34359738368, rank=4}}",0,"Question{QuestionCommittee{λ=1124763759/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=1510032383/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=9504771045/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=303846421/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=138599033/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=152616825/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=424727/262144, rank=8}}",0,"Question{QuestionCommittee{λ=275439959/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=17604647/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=21821817/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=14047949509/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=2534246147/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=81139167/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=25383724733/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=385636253/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=9292457/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=69471647/67108864, rank=3}}"
225,0,"Question{QuestionCommittee{λ=1145865683949/1099511627776, rank=4}}",0,"Question{QuestionCommittee{λ=10208081429/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=2449064549/2147483648, rank=7}}",0,"Question{QuestionCommittee{λ=509597155/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=353929205/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=166599885933/137438953472, rank=5}}",0,"Question{QuestionCommittee{λ=1222322527/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=1946167921/1073741824, rank=6}}",0,"Question{QuestionCommittee{λ=73486765/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=1167002963/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=1116335390701/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=590850539/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=277198047/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=2260597089/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=17307140893/17179869184, rank=3}}",0,"Question{QuestionCommittee{λ=550879937/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=1162595/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=2265789409/2147483648, rank=4}}",0,"Question{QuestionCommittee{λ=36295262573/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=21548933/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=3625075/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=467436079/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=153838938733/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=539205043/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=603661329/268435456, rank=6}}"
226,0,"Question{QuestionCommittee{λ=2912044967/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=3114025789/2147483648, rank=6}}",0,"Question{QuestionCommittee{λ=1084024035/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=1333507829/1073741824, rank=3}}",0,"Question{QuestionCommittee{λ=42896213997/34359738368, rank=7}}",0,"Question{QuestionCommittee{λ=147074503405/137438953472, rank=2}}",0,"Question{QuestionCommittee{λ=26584477613/17179869184, rank=6}}",0,"Question{QuestionCommittee{λ=228119/65536, rank=5}}",0,"Question{QuestionCommittee{λ=289720187/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=3020064785/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=864894797/536870912, rank=6}}",0,"Question{QuestionCommittee{λ=1181701097/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=4247751/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=1417182423/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=810700261/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=1681134759/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=2347264317421/2199023255552, rank=3}}",0,"Question{QuestionCommittee{λ=19360166045/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=38981/32768, rank=3}}",0,"Question{QuestionCommittee{λ=306626957/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=300307519/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=19335281/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=307677877485/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=1078410105/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=2432361535/2147483648, rank=2}}"
227,0,"Question{QuestionCommittee{λ=2790263179/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=2722765401/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=10357665541/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=12532401133/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=9765709/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=119996257/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=18911/16384, rank=7}}",0,"Question{QuestionCommittee{λ=36884496653/34359738368, rank=3}}",0,"Question{QuestionCommittee{λ=44834219/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=550653721/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=5041399073/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=39169375245/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=580816943/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=2834364865/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=849473/524288, rank=8}}",0,"Question{QuestionCommittee{λ=4408703937/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=4694528634861/4398046511104, rank=3}}",0,"Question{QuestionCommittee{λ=1610292991981/1099511627776, rank=3}}",0,"Question{QuestionCommittee{λ=8692004125/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=613253895/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=600615057/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=610925966317/274877906944, rank=7}}",0,"Question{QuestionCommittee{λ=243018103/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=1069989/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=4864723089/4294967296, rank=2}}"
228,0,"Question{QuestionCommittee{λ=78673409/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=5445530821/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=4898129117/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=76462051/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=1114245929/1073741824, rank=3}}",0,"Question{QuestionCommittee{λ=294149006829/274877906944, rank=2}}",0,"Question{QuestionCommittee{λ=3264905891/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=456219/131072, rank=5}}",0,"Question{QuestionCommittee{λ=11216096789/8589934592, rank=6}}",0,"Question{QuestionCommittee{λ=6040129589/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=2232670781421/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=607692823/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=278548871/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=22235585245/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=86063645869/68719476736, rank=5}}",0,"Question{QuestionCommittee{λ=9007250453/4294967296, rank=3}}",0,"Question{QuestionCommittee{λ=110496241645/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=71262359/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=72590525165/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=43097885/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=7250131/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=135009021/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=615355754989/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=2139997/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=9729446197/8589934592, rank=2}}"
229,0,"Question{QuestionCommittee{λ=2291731367917/2199023255552, rank=4}}",0,"Question{QuestionCommittee{λ=20416162877/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=2168048051/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=15527230077/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=19531437/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=37217005/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=2444645073/2147483648, rank=4}}",0,"Question{QuestionCommittee{λ=51882167/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=97279325/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=2334005907/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=585304135/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=78338750509/68719476736, rank=2}}",0,"Question{QuestionCommittee{λ=1161633905/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=19609325901/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=172127291757/137438953472, rank=5}}",0,"Question{QuestionCommittee{λ=8817407893/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=581320025/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=224193511/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=4746235/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=5068492313/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=206670821485/137438953472, rank=5}}",0,"Question{QuestionCommittee{λ=270018023/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=40841386189/34359738368, rank=7}}",0,"Question{QuestionCommittee{λ=4686867251181/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=276001123/268435456, rank=1}}"
230,0,"Question{QuestionCommittee{λ=35637176877/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=6260041/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=1150227635/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=21084801/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=39062855/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=6058907/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=4997477305/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=103764315/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=194558631/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=12080259197/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=1170608289/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=1748821/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=37060673/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=188488815/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=1621400503/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=558802403/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=2325209/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=448387041/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=145181050349/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=1226507809/1073741824, rank=3}}",0,"Question{QuestionCommittee{λ=162278353/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=1221851932653/549755813888, rank=7}}",0,"Question{QuestionCommittee{λ=25671705/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=2156820191/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=644913177/536870912, rank=4}}"
231,0,"Question{QuestionCommittee{λ=5824089953/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=12520101/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=2711137/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=25064802285/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=546720227/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=588298013677/549755813888, rank=2}}",0,"Question{QuestionCommittee{λ=4889290165/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=912419/262144, rank=5}}",0,"Question{QuestionCommittee{λ=146973549/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=1101307423/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=1729789613/1073741824, rank=6}}",0,"Question{QuestionCommittee{λ=1215385665/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=71007218989/68719476736, rank=6}}",0,"Question{QuestionCommittee{λ=12125243/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=1698965/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=553109587/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=538910999/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=20979389/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=77943/65536, rank=3}}",0,"Question{QuestionCommittee{λ=20216385325/17179869184, rank=4}}",0,"Question{QuestionCommittee{λ=5368709101/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=136857883/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=81682772397/68719476736, rank=7}}",0,"Question{QuestionCommittee{λ=9373734502381/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=798037597/536870912, rank=8}}"
232,0,"Question{QuestionCommittee{λ=157346837/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=3251696255/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=2300455289/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=31054460173/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=1093440473/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=2877375614957/1099511627776, rank=6}}",0,"Question{QuestionCommittee{λ=9778580349/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=207528611/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=293947117/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=540881337/536870912, rank=6}}",0,"Question{QuestionCommittee{λ=546955/524288, rank=3}}",0,"Question{QuestionCommittee{λ=17150547/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=2323267791/2147483648, rank=4}}",0,"Question{QuestionCommittee{λ=44471170509/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=3397949/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=1101759855/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=220992483309/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=43643653/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=5078990193/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=37041637293/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=10737418221/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=540036027/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=90659725/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=4313640401/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=138943275/134217728, rank=3}}"
233,0,"Question{QuestionCommittee{λ=314693693/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=5043452593/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=4600910597/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=62108920365/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=2228491877/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=1176596027373/1099511627776, rank=2}}",0,"Question{QuestionCommittee{λ=51931805357/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=3892335823/2147483648, rank=6}}",0,"Question{QuestionCommittee{λ=2249527537/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=4668011833/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=4465341562861/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=34301113/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=554396075/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=376977649/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=6795879/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=17634815805/17179869184, rank=2}}",0,"Question{QuestionCommittee{λ=532819/524288, rank=6}}",0,"Question{QuestionCommittee{λ=4531578837/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=2228092763/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=174959789/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=413341642989/274877906944, rank=5}}",0,"Question{QuestionCommittee{λ=94821865/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=486036187/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=158790789/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=1207322677/536870912, rank=6}}"
