i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
92,1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{23}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=1}}",0,"Question{QuestionCommittee{λ=31/2, rank=3}}"
93,1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{21}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{22}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=9}}"
94,1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{26}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=31/2, rank=5}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{23}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=9}}"
95,1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=7, b=10}}"
96,1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=31/2, rank=3}}",1,"Question{QuestionVoter{voter=Voter{23}, a=7, b=10}}"
97,1,"Question{QuestionVoter{voter=Voter{23}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=33/4, rank=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=10}}"
98,1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{23}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=10}}"
99,1,"Question{QuestionVoter{voter=Voter{25}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{26}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{28}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=10}}"
100,1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{26}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{30}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{26}, a=7, b=10}}"
101,1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=6}}"
102,0,"Question{QuestionCommittee{λ=45/16, rank=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{26}, a=7, b=6}}"
103,1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{22}, a=9, b=1}}",0,"Question{QuestionCommittee{λ=31/2, rank=6}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=7, b=6}}"
104,1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=1}}"
105,1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=33/4, rank=5}}",0,"Question{QuestionCommittee{λ=31/2, rank=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=7, b=6}}"
106,1,"Question{QuestionVoter{voter=Voter{22}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{29}, a=7, b=6}}"
107,1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=9}}",0,"Question{QuestionCommittee{λ=33/4, rank=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=6}}"
108,1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{28}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{30}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=1}}"
109,1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{23}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=6}}"
110,1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=2}}"
111,1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=1}}"
112,1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{30}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{29}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{26}, a=4, b=6}}"
113,1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=37/8, rank=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{21}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=6}}"
114,1,"Question{QuestionVoter{voter=Voter{24}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{28}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{27}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=6}}"
115,1,"Question{QuestionVoter{voter=Voter{27}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=31/2, rank=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=1}}"
116,1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{23}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{27}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{26}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=6}}"
117,1,"Question{QuestionVoter{voter=Voter{22}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{27}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=5}}"
118,1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=31/2, rank=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=5}}"
119,1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{21}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=6}}"
120,1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=31/2, rank=3}}",1,"Question{QuestionVoter{voter=Voter{26}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=5}}"
121,0,"Question{QuestionCommittee{λ=33/4, rank=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{22}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=8}}"
122,1,"Question{QuestionVoter{voter=Voter{25}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{25}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=5, b=10}}",0,"Question{QuestionCommittee{λ=31/2, rank=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=7, b=8}}"
123,1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=31/2, rank=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=8}}"
124,1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{22}, a=9, b=8}}",0,"Question{QuestionCommittee{λ=31/2, rank=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=8}}"
125,1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{29}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{21}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=8}}"
126,1,"Question{QuestionVoter{voter=Voter{25}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=9}}"
127,1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{23}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=10}}"
128,1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{30}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{27}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=3}}"
129,1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{27}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=7, b=1}}"
130,1,"Question{QuestionVoter{voter=Voter{27}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{21}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=37/8, rank=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=4}}"
131,1,"Question{QuestionVoter{voter=Voter{30}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{25}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=8}}"
