i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
140,0,"Question{QuestionCommittee{λ=43959/32768, rank=1}}",0,"Question{QuestionCommittee{λ=18046815/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=6835201/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=23927/16384, rank=3}}",0,"Question{QuestionCommittee{λ=163821/8192, rank=8}}",0,"Question{QuestionCommittee{λ=1266525/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=3245/2048, rank=7}}",0,"Question{QuestionCommittee{λ=9123/8192, rank=4}}",0,"Question{QuestionCommittee{λ=16555/16384, rank=6}}",0,"Question{QuestionCommittee{λ=4356127/4194304, rank=5}}"
141,0,"Question{QuestionCommittee{λ=87937/65536, rank=1}}",0,"Question{QuestionCommittee{λ=135893/65536, rank=7}}",0,"Question{QuestionCommittee{λ=38183/32768, rank=1}}",0,"Question{QuestionCommittee{λ=163467/131072, rank=7}}",0,"Question{QuestionCommittee{λ=17809/16384, rank=3}}",0,"Question{QuestionCommittee{λ=110091/65536, rank=6}}",0,"Question{QuestionCommittee{λ=17464997/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=2225991/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=2865/2048, rank=2}}",0,"Question{QuestionCommittee{λ=8712235/8388608, rank=5}}"
142,0,"Question{QuestionCommittee{λ=35161547/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=271805/131072, rank=7}}",0,"Question{QuestionCommittee{λ=26476773/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=326953/262144, rank=7}}",0,"Question{QuestionCommittee{λ=2327717/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=6644107/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=319695/262144, rank=3}}",0,"Question{QuestionCommittee{λ=18265/16384, rank=4}}",0,"Question{QuestionCommittee{λ=59506703/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=65631/65536, rank=3}}"
143,0,"Question{QuestionCommittee{λ=175893/131072, rank=1}}",0,"Question{QuestionCommittee{λ=36093611/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=18607/16384, rank=4}}",0,"Question{QuestionCommittee{λ=2438601/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=588983/524288, rank=6}}",0,"Question{QuestionCommittee{λ=577963/524288, rank=3}}",0,"Question{QuestionCommittee{λ=36929/32768, rank=6}}",0,"Question{QuestionCommittee{λ=817191/262144, rank=8}}",0,"Question{QuestionCommittee{λ=5711/4096, rank=2}}",0,"Question{QuestionCommittee{λ=131243/131072, rank=2}}"
144,0,"Question{QuestionCommittee{λ=304115/262144, rank=7}}",0,"Question{QuestionCommittee{λ=46239/32768, rank=6}}",0,"Question{QuestionCommittee{λ=52953565/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=4877221/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=1177947/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=88773/65536, rank=2}}",0,"Question{QuestionCommittee{λ=73839/65536, rank=6}}",0,"Question{QuestionCommittee{λ=17163/16384, rank=3}}",0,"Question{QuestionCommittee{λ=11441/8192, rank=2}}",0,"Question{QuestionCommittee{λ=131243/131072, rank=3}}"
145,0,"Question{QuestionCommittee{λ=179921/131072, rank=4}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=3}}",0,"Question{QuestionCommittee{λ=267825/262144, rank=5}}",0,"Question{QuestionCommittee{λ=9754461/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=35599/32768, rank=3}}",0,"Question{QuestionCommittee{λ=16830283/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=55925633/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=17838195/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=22901/16384, rank=2}}",0,"Question{QuestionCommittee{λ=17424451/16777216, rank=5}}"
146,0,"Question{QuestionCommittee{λ=28385665/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=8738455/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=13670421/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=47835/32768, rank=3}}",0,"Question{QuestionCommittee{λ=4718193189/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=13288195/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=639371/524288, rank=3}}",0,"Question{QuestionCommittee{λ=1634363/524288, rank=8}}",0,"Question{QuestionCommittee{λ=259393/65536, rank=7}}",0,"Question{QuestionCommittee{λ=1583141/1048576, rank=6}}"
147,0,"Question{QuestionCommittee{λ=70323075/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=366321/262144, rank=8}}",0,"Question{QuestionCommittee{λ=76385/65536, rank=1}}",0,"Question{QuestionCommittee{λ=396797/262144, rank=8}}",0,"Question{QuestionCommittee{λ=71179/65536, rank=3}}",0,"Question{QuestionCommittee{λ=220201/131072, rank=6}}",0,"Question{QuestionCommittee{λ=18000493/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=35676409/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=33129/32768, rank=6}}",0,"Question{QuestionCommittee{λ=25485/16384, rank=1}}"
148,0,"Question{QuestionCommittee{λ=140646169/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=302405/262144, rank=2}}",0,"Question{QuestionCommittee{λ=2102947/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=278997/262144, rank=2}}",0,"Question{QuestionCommittee{λ=9436386397/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=1155907/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=34929975/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=71352837/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=158565/131072, rank=3}}",0,"Question{QuestionCommittee{λ=262467/262144, rank=2}}"
149,0,"Question{QuestionCommittee{λ=20507/16384, rank=3}}",0,"Question{QuestionCommittee{λ=4198313/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=27340861/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=2872561/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=18872772813/17179869184, rank=2}}",0,"Question{QuestionCommittee{λ=146101/131072, rank=4}}",0,"Question{QuestionCommittee{λ=111851247/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=26867495/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=45783/32768, rank=2}}",0,"Question{QuestionCommittee{λ=3166301/2097152, rank=6}}"
150,0,"Question{QuestionCommittee{λ=359823/262144, rank=4}}",0,"Question{QuestionCommittee{λ=732623/524288, rank=8}}",0,"Question{QuestionCommittee{λ=66125/65536, rank=2}}",0,"Question{QuestionCommittee{λ=19508903/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=2181/2048, rank=5}}",0,"Question{QuestionCommittee{λ=33660585/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=6471/4096, rank=7}}",0,"Question{QuestionCommittee{λ=34345/32768, rank=3}}",0,"Question{QuestionCommittee{λ=66277/65536, rank=6}}",0,"Question{QuestionCommittee{λ=524953/524288, rank=2}}"
151,0,"Question{QuestionCommittee{λ=351767/262144, rank=1}}",0,"Question{QuestionCommittee{λ=92497/65536, rank=6}}",0,"Question{QuestionCommittee{λ=37233/32768, rank=4}}",0,"Question{QuestionCommittee{λ=20037711/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=2355875/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=2533031/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=223702475/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=142705693/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=518805/131072, rank=7}}",0,"Question{QuestionCommittee{λ=1058741/1048576, rank=8}}"
152,0,"Question{QuestionCommittee{λ=469405/131072, rank=8}}",0,"Question{QuestionCommittee{λ=1465265/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=74485/65536, rank=4}}",0,"Question{QuestionCommittee{λ=95651/65536, rank=3}}",0,"Question{QuestionCommittee{λ=4381/4096, rank=5}}",0,"Question{QuestionCommittee{λ=177565/131072, rank=2}}",0,"Question{QuestionCommittee{λ=147659/131072, rank=6}}",0,"Question{QuestionCommittee{λ=4452001/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=1037591/262144, rank=7}}",0,"Question{QuestionCommittee{λ=262505/262144, rank=3}}"
153,0,"Question{QuestionCommittee{λ=719665/524288, rank=4}}",0,"Question{QuestionCommittee{λ=2930549/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=132231/131072, rank=2}}",0,"Question{QuestionCommittee{λ=40075441/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=37745545645/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=26576409/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=12961/8192, rank=7}}",0,"Question{QuestionCommittee{λ=3268707/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=119013387/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=45821/32768, rank=7}}"
154,0,"Question{QuestionCommittee{λ=703515/524288, rank=1}}",0,"Question{QuestionCommittee{λ=72187241/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=152751/131072, rank=1}}",0,"Question{QuestionCommittee{λ=5745141/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=4655415/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=355111/262144, rank=2}}",0,"Question{QuestionCommittee{λ=36000967/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=8903983/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=1407923/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=34848921/33554432, rank=5}}"
155,0,"Question{QuestionCommittee{λ=137095/131072, rank=6}}",0,"Question{QuestionCommittee{λ=5861117/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=264481/262144, rank=2}}",0,"Question{QuestionCommittee{λ=653887/524288, rank=7}}",0,"Question{QuestionCommittee{λ=142377/131072, rank=3}}",0,"Question{QuestionCommittee{λ=53152799/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=69859931/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=19443/16384, rank=5}}",0,"Question{QuestionCommittee{λ=2075201/524288, rank=7}}",0,"Question{QuestionCommittee{λ=2117501/2097152, rank=8}}"
156,0,"Question{QuestionCommittee{λ=1439311/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=8396607/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=535631/524288, rank=5}}",0,"Question{QuestionCommittee{λ=25409/16384, rank=6}}",0,"Question{QuestionCommittee{λ=327661/16384, rank=8}}",0,"Question{QuestionCommittee{λ=9047/8192, rank=8}}",0,"Question{QuestionCommittee{λ=25903/16384, rank=7}}",0,"Question{QuestionCommittee{λ=68671/65536, rank=3}}",0,"Question{QuestionCommittee{λ=132535/131072, rank=6}}",0,"Question{QuestionCommittee{λ=1049925/1048576, rank=2}}"
157,0,"Question{QuestionCommittee{λ=608249/524288, rank=7}}",0,"Question{QuestionCommittee{λ=11722253/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=1071243/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=39017787/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=655341/32768, rank=8}}",0,"Question{QuestionCommittee{λ=67321151/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=139719881/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=137323/131072, rank=3}}",0,"Question{QuestionCommittee{λ=4150421/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=2099831/2097152, rank=2}}"
158,0,"Question{QuestionCommittee{λ=274209/262144, rank=6}}",0,"Question{QuestionCommittee{λ=185013/131072, rank=6}}",0,"Question{QuestionCommittee{λ=54681703/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=80150901/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=1310701/65536, rank=8}}",0,"Question{QuestionCommittee{λ=5066081/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=8211/8192, rank=5}}",0,"Question{QuestionCommittee{λ=17807985/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=8300823/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=69697823/67108864, rank=5}}"
159,0,"Question{QuestionCommittee{λ=40995/32768, rank=3}}",0,"Question{QuestionCommittee{λ=144374463/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=105907111/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=78035555/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=75491091309/68719476736, rank=2}}",0,"Question{QuestionCommittee{λ=10132143/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=267673/262144, rank=4}}",0,"Question{QuestionCommittee{λ=285411405/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=91585/65536, rank=2}}",0,"Question{QuestionCommittee{λ=50989/32768, rank=1}}"
160,0,"Question{QuestionCommittee{λ=548437/524288, rank=6}}",0,"Question{QuestionCommittee{λ=17476929/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=305521/262144, rank=1}}",0,"Question{QuestionCommittee{λ=156071129/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=9310811/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=710241/524288, rank=2}}",0,"Question{QuestionCommittee{λ=16441/16384, rank=5}}",0,"Question{QuestionCommittee{λ=38905/32768, rank=5}}",0,"Question{QuestionCommittee{λ=2815865/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=4199681/4194304, rank=2}}"
161,0,"Question{QuestionCommittee{λ=56771349/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=604791/524288, rank=2}}",0,"Question{QuestionCommittee{λ=211814241/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=50799/32768, rank=6}}",0,"Question{QuestionCommittee{λ=150982182637/137438953472, rank=2}}",0,"Question{QuestionCommittee{λ=18075/16384, rank=8}}",0,"Question{QuestionCommittee{λ=51825/32768, rank=7}}",0,"Question{QuestionCommittee{λ=6537395/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=5631711/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=6332621/4194304, rank=6}}"
162,0,"Question{QuestionCommittee{λ=113542717/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=370007/262144, rank=6}}",0,"Question{QuestionCommittee{λ=389805/262144, rank=3}}",0,"Question{QuestionCommittee{λ=1307755/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=301964365293/274877906944, rank=2}}",0,"Question{QuestionCommittee{λ=20264305/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=103669/65536, rank=7}}",0,"Question{QuestionCommittee{λ=13074809/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=317149/262144, rank=3}}",0,"Question{QuestionCommittee{λ=101959/65536, rank=1}}"
163,0,"Question{QuestionCommittee{λ=81971/65536, rank=3}}",0,"Question{QuestionCommittee{λ=739995/524288, rank=6}}",0,"Question{QuestionCommittee{λ=779591/524288, rank=3}}",0,"Question{QuestionCommittee{λ=191283/131072, rank=3}}",0,"Question{QuestionCommittee{λ=18621641/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=134642321/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=72001953/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=36511/32768, rank=4}}",0,"Question{QuestionCommittee{λ=183151/131072, rank=2}}",0,"Question{QuestionCommittee{λ=525029/524288, rank=3}}"
164,0,"Question{QuestionCommittee{λ=938829/262144, rank=8}}",0,"Question{QuestionCommittee{λ=288748907/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=148951/131072, rank=4}}",0,"Question{QuestionCommittee{λ=793613/524288, rank=8}}",0,"Question{QuestionCommittee{λ=62296751/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=292221/262144, rank=4}}",0,"Question{QuestionCommittee{λ=144003925/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=73041/65536, rank=4}}",0,"Question{QuestionCommittee{λ=634317/524288, rank=3}}",0,"Question{QuestionCommittee{λ=4235021/4194304, rank=8}}"
165,0,"Question{QuestionCommittee{λ=2878603/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=4229/4096, rank=3}}",0,"Question{QuestionCommittee{λ=2142467/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=160301821/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=603928730605/549755813888, rank=2}}",0,"Question{QuestionCommittee{λ=440421/262144, rank=6}}",0,"Question{QuestionCommittee{λ=32863/32768, rank=5}}",0,"Question{QuestionCommittee{λ=26149637/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=11263441/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=1050039/1048576, rank=3}}"
166,0,"Question{QuestionCommittee{λ=163961/131072, rank=3}}",0,"Question{QuestionCommittee{λ=23444525/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=4205913/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=558013/524288, rank=2}}",0,"Question{QuestionCommittee{λ=1207857461229/1099511627776, rank=2}}",0,"Question{QuestionCommittee{λ=880823/524288, rank=6}}",0,"Question{QuestionCommittee{λ=65745/65536, rank=5}}",0,"Question{QuestionCommittee{λ=52299255/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=366321/262144, rank=2}}",0,"Question{QuestionCommittee{λ=2100059/2097152, rank=3}}"
167,0,"Question{QuestionCommittee{λ=1877677/524288, rank=8}}",0,"Question{QuestionCommittee{λ=34953877/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=611061/524288, rank=1}}",0,"Question{QuestionCommittee{λ=1116007/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=2621421/131072, rank=8}}",0,"Question{QuestionCommittee{λ=36169/32768, rank=8}}",0,"Question{QuestionCommittee{λ=295299/262144, rank=6}}",0,"Question{QuestionCommittee{λ=570822829/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=16601627/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=8399381/8388608, rank=2}}"
168,0,"Question{QuestionCommittee{λ=1096855/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=1209563/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=109363425/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=382547/262144, rank=3}}",0,"Question{QuestionCommittee{λ=37243263/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=2311795/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=279439743/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=274665/262144, rank=3}}",0,"Question{QuestionCommittee{λ=22526863/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=16798781/16777216, rank=2}}"
169,0,"Question{QuestionCommittee{λ=1216479/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=16793195/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=8411845/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=320603661/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=284773/262144, rank=3}}",0,"Question{QuestionCommittee{λ=106305617/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=288007831/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=53734971/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=265089/262144, rank=6}}",0,"Question{QuestionCommittee{λ=4200137/4194304, rank=3}}"
170,0,"Question{QuestionCommittee{λ=327903/262144, rank=3}}",0,"Question{QuestionCommittee{λ=46889069/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=16823671/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=641207341/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=8743/8192, rank=5}}",0,"Question{QuestionCommittee{λ=72319/65536, rank=8}}",0,"Question{QuestionCommittee{λ=558879505/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=1366655/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=350665/262144, rank=4}}",0,"Question{QuestionCommittee{λ=203937/131072, rank=1}}"
171,0,"Question{QuestionCommittee{λ=3755373/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=33586371/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=528981/524288, rank=2}}",0,"Question{QuestionCommittee{λ=1587207/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=4711731/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=1420501/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=576015681/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=35615951/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=238026793/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=8470023/8388608, rank=8}}"
172,0,"Question{QuestionCommittee{λ=7510765/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=577497833/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=4284953/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=1282414701/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=17505/16384, rank=5}}",0,"Question{QuestionCommittee{λ=212611215/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=447404931/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=77791/65536, rank=5}}",0,"Question{QuestionCommittee{λ=1268653/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=12665223/8388608, rank=6}}"
173,0,"Question{QuestionCommittee{λ=15021511/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=543629/262144, rank=7}}",0,"Question{QuestionCommittee{λ=1057943/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=2232033/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=569565/524288, rank=3}}",0,"Question{QuestionCommittee{λ=144619/131072, rank=8}}",0,"Question{QuestionCommittee{λ=1152031343/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=71231921/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=45053745/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=407855/262144, rank=1}}"
174,0,"Question{QuestionCommittee{λ=281292319/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=1154995647/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=218726869/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=4464085/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=5242861/262144, rank=8}}",0,"Question{QuestionCommittee{λ=2841021/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=207357/131072, rank=7}}",0,"Question{QuestionCommittee{λ=549349/524288, rank=3}}",0,"Question{QuestionCommittee{λ=33203235/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=33597581/33554432, rank=2}}"
175,0,"Question{QuestionCommittee{λ=227085453/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=2309991313/2147483648, rank=4}}",0,"Question{QuestionCommittee{λ=8569887/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=312142277/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=1139111/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=40528591/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=894809881/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=1141645639/1073741824, rank=2}}",0,"Question{QuestionCommittee{λ=66406489/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=8400255/8388608, rank=3}}"
176,0,"Question{QuestionCommittee{λ=5757225/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=1479971/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=297883/262144, rank=4}}",0,"Question{QuestionCommittee{λ=765075/524288, rank=3}}",0,"Question{QuestionCommittee{λ=2415714922477/2199023255552, rank=2}}",0,"Question{QuestionCommittee{λ=425222449/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=2304062667/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=2283291259/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=2537325/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=91661/65536, rank=7}}"
177,0,"Question{QuestionCommittee{λ=30043003/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=1087277/524288, rank=7}}",0,"Question{QuestionCommittee{λ=2115905/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=1530169/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=124593483/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=81057201/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=4608125353/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=2733291/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=133304009/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=16940027/16777216, rank=8}}"
178,0,"Question{QuestionCommittee{λ=2432939/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=93778119/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=4231829/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=8928189/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=9423481/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=269284661/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=1789619781/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=142463823/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=701349/524288, rank=4}}",0,"Question{QuestionCommittee{λ=11609317/8388608, rank=4}}"
179,0,"Question{QuestionCommittee{λ=4865859/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=69907773/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=595747/524288, rank=4}}",0,"Question{QuestionCommittee{λ=3060357/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=249186985/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=538569303/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=131509/131072, rank=5}}",0,"Question{QuestionCommittee{λ=1098679/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=5074669/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=33880035/33554432, rank=8}}"
180,0,"Question{QuestionCommittee{λ=11514431/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=67172723/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=8463639/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=11490301/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=2278241/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=289219/262144, rank=8}}",0,"Question{QuestionCommittee{λ=1117759029/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=5466601/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=476053605/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=67195143/67108864, rank=2}}"
181,0,"Question{QuestionCommittee{λ=454170925/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=2419107/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=17139755/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=624284573/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=4556501/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=4623609/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=9216250725/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=155563/131072, rank=5}}",0,"Question{QuestionCommittee{λ=732623/524288, rank=2}}",0,"Question{QuestionCommittee{λ=23218653/16777216, rank=4}}"
